dist,type,subtype,date,cost,address,purpose,lat,lon
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-04-08T00:00:00.000,60000,1902  OAKHILL DR,"One wall needs to be rebuilt. Roof replaced. Interior and exterior paint. Siding replacement and all 18 windows to be replaced.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175966,-86.736172
6,Building Demolition Storm Damage,Demolition Permit - Residential,2020-04-27T00:00:00.000,13000,1511  RUSSELL ST,"Tear down existing damaged house and garage. damaged from the tornado of March, 3, 2020.  not to be burned on lot.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.174533,-86.74334
6,Building Demolition Storm Damage,Demolition Permit - Commercial,2020-07-07T00:00:00.000,47160,721  MAIN ST,"Demolition of structure down to top of slab.  not to be burned on lot.  MDHA Overlay.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175149,-86.759297
6,Building Demolition Storm Damage,Demolition Permit - Residential,2020-04-30T00:00:00.000,5000,2409  LAZENBY DR,"Tornado Damaged Residence.
Demolition of existing house and all outbuildings, nothing to remain on site.
����Pursuant to Ordinance No. 2006-1263 of the Metropolitan code of Laws, I (the  holder on this permit)   hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.   Further, I certify that no construction and demolition waste shall be stored on the property in violation of any provision of the Metropolitan Code�.
 For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.",36.174824,-86.720508
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-11-10T00:00:00.000,313686,1811  RUSSELL ST,"To return house to pre-storm condition.  remains single family residence.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  APPLICANT DID NOT PROVIDE CONTRACT AMOUNT.",36.173976,-86.737394
6,Building Residential Rehab Storm Damage,Duplex,2020-05-04T00:00:00.000,100000,1505A  HOLLY ST,"Repair of storm damage.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175624,-86.743694
6,Building Residential New Storm Damage,"Accessory Structure, Shed / Storage Bldg",2020-04-28T00:00:00.000,7210,2420  BRITTANY DR,"Storm Damage. Construct a 14' x 20' 280 sq. ft. detached shed. Minimum side setback 3' and rear setback 3'. Not to be used as a dwelling or for commercial purpose, restrictive covenant required to be filed with Register of Deeds Office before any trade permits issue. POC: Kimberly Cox, 615-227-6637. Applicant applied for a self-permit and will act as his/her own general contractor with full responsibility for code compliance, for hiring and employing individuals and subcontractors, and with ultimate responsibility for his/her own work and for the work of others. Acting as his/her general contractor, applicant may forfeit certain protections which might be available to him/her through the State of Tennessee general contractor�s licensing process. Applicant, as a self-build permit holder, is further responsible for requesting all required inspections and completing all authorized work in compliance with applicable adopted codes. Separate permits are required for any electrical, plumbing and gas/mechanical work and are not part of the building permit.

No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill.",36.175844,-86.721448
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-10-14T00:00:00.000,24000,2410  LAZENBY DR,"***MARCH 3 2020 TORNADO DAMAGE

TO CONDUCT GENERAL REPAIRS/RENOVATIONS TO EXISTING SINGLE FAMILY RESIDENCE� �NO CHANGE TO BUILDING/ROOF LINES OR FOOTPRINT� � NO SECOND KITCHEN TO REMAIN SINGLE FAMILY� �

APPLICANT ACKNOWLEDGES APPLYING FOR THIS SELF-BUILDING PERMIT FOR PRIMARY RESIDENCE IN OWN NAME & WILL ACT AS OWN CONTRACTOR ACCEPTING FULL RESPONSIBILITY FOR CODE COMPLIANCE, FOR HIRING & EMPLOYING INDIVIDUALS & HAS ULTIMATE RESPONSIBILITY FOR MY OWN WORK & FOR THE WORK OF OTHERS.  ACTING AS MY OWN GENERAL CONTRACTOR, I FURTHER UNDERSTAND THAT I MAY FORFEIT CERTAIN PROTECTIONS, WHICH MIGHT BE AVAILABLE TO ME THROUGH THE STATE OF TENN. GENERAL CONTRACTOR�S LICENSING PROCESS.  I FURTHER ACKNOWLEDGE THAT AS A SELF-BUILDING PERMIT HOLDER I AM RESPONSIBLE FOR REQUESTING ALL REQUIRED INSPECTIONS & COMPLETING ALL AUTHORIZED WORK IN COMPLIANCE WITH APPLICABLE ADOPTED CODES. I FURTHER UNDERSTAND THAT SEPARATE PERMITS ARE REQUIRED FOR ANY PROPOSED ELECTRICAL, PLUMBING, & GAS/MECHANICAL WORK AND IS NOT PART OF THIS BUILDING PERMIT� �

*****PLEASE SEE PERMIT #2020022835******",36.174826,-86.720512
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-05-29T00:00:00.000,24200,1909  HOLLY ST,"Rebuild tornado destroyed detached 18x28 garage on existing foundation.  not to be used for living or commercial purposes.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.174895,-86.735772
6,Building Residential New Storm Damage,Single Family Residence,2020-03-30T00:00:00.000,14800,109  LINDSLEY PARK DR,"Replace damaged windows and siding due to the recent tornado of March 3, 2020. Also replace damaged drywall and wet insulation as needed where roof leaked. Replace 2300 sft of shingles.  remains single family residence.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.176287,-86.743343
6,Building Residential - New,Single Family Residence,2019-06-26T00:00:00.000,272951,1203C  LILLIAN ST,"parent parcel is zoned R6, contains 10,650 sf lot area and is in a pre 1984 recorded subdivision.  this permit to construct unit B of proposed horizontal property line regime duplex with 2423 sf living area and 225 sf porch areas.  units detached.  MHZC and MDHA OVERLAYS.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835. PUBLIC WORKS AND STORM WATER STAFFS PLEASE NOTE: APPLICANT CHOOSES TO INSTALL SIDEWALKS IN COMPLIANCE WITH METRO COUNCIL BILL 2016-493.  PUBLIC WORKS AND STORM WATER STAFFS ARE TO REVIEW THIS APPLICATION ACCORDINGLY.",36.173262,-86.748776
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-09-28T00:00:00.000,20000,1109  HOLLY ST,"Install new siding and paint.  remains single family residence.  MHZC must review. for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.176133,-86.749224
6,Building Residential - Addition,Single Family Residence,2020-05-28T00:00:00.000,78000,2420  BRITTANY DR,"Changing roofline to shed roofs (see plan sent to file) and converting 6 ft x 14 ft front porch into living space. No change to footprint.

to rehab storm damaged residence from March 3, 2020.   includes enclosing existing porch with new shed roof. remains 1 story single family residence. no increase to building footprint.  subject to inspectors approval.",36.175844,-86.721448
6,Building Commercial Rehab Storm Damage,"Retail, Department / Retail Stores",2020-04-22T00:00:00.000,27000,953  MAIN ST,"repair storm damage to MANHEAH MERCH exterior brick and CMU facade patch and repair roof
POC JASON HITCHCOCK 713-320-5000",36.177584,-86.752986
6,Building Commercial Rehab Storm Damage,"Multifamily, Condominium 3&4 Unit Bldg",2020-05-27T00:00:00.000,200000,905  MAIN ST,"This is for the interior demolition and re-roof of the Neighborhood Health facility (formally an outpatient clinic) at 905 Main Street Nashville which was damaged by the tornado of March 2020.  MDHA Overlay.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.176346,-86.756209
6,Building Residential New Storm Damage,Duplex,2021-03-17T00:00:00.000,240783,1808  HOLLY ST,To construct a standard duplex with 1986 sf of living space and 192sf covered porches.  To comply with Historic Preservation permit.,36.175034,-86.737404
6,Building Commercial Rehab Storm Damage,"Multifamily, Apt / Twnhome > 5 Unit Bldg",2021-01-07T00:00:00.000,82310,1309  HOLLY ST,"To rehab storm damaged quadplex.  MHZC AND MDHA OVERLAYS.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  see permit 198018517 for multifamily use.  POC MIKE BARFIELD 615-533-1314",36.175885,-86.746552
6,Building Demolition Storm Damage,Demolition Permit - Residential,2020-04-06T00:00:00.000,20000,102 N 8TH ST,Remove fallen debris at single family residence damaged by tornado at 102 N 8th Street only.  Leave existing slab and foundation walls.,36.175747,-86.759068
6,Building Residential Rehab Storm Damage,Duplex,2020-05-04T00:00:00.000,100000,1505B  HOLLY ST,"tornado damage. Repair of siding, roofing, structural wall damage.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175624,-86.743694
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-06-25T00:00:00.000,42500,1806A  HOLLY ST,"Storm Damage. Rehab includes replacing/reframe roof system. Some related HVAC and electrical. MUST COMPLY WITH MHZC Permit 2020034699. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill.
Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) � 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",36.175049,-86.737572
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-07-09T00:00:00.000,23685,2404  BRITTANY DR,"Repair storm damaged roof frame Rebuild front porch covering, columns and railings Repair damaged back deck
Replace 19 squares of shingles Replace 12.5 squares of vinyl sidings.  remains single family residence.  subject to inspectors approval.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.176032,-86.722371
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-04-01T00:00:00.000,10000,1511  FORREST AVE,"Storm Damage. Roof repair. Hole in the roof that needs to be repaired. No change to building footprint. MHZC to review.

No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill.

Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) � 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",36.177975,-86.742932
6,Building Residential New Storm Damage,Single Family Residence,2020-08-21T00:00:00.000,419100,1506  HOLLY ST,"Build back a house that was destroyed in tornado.  MHZC must review application.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175609,-86.743519
6,Building Commercial Rehab Storm Damage,"General Office, Professional Services",2020-09-15T00:00:00.000,598000,1011  WOODLAND ST,"Repair work on building due to receiving damage from the March tornado. Remove the temporary roof on the upper roof and install new EPDM membrane and coping, patching
the other roofs as needed. Removing and replacing 3 HVAC package units from rooftop.
Painting exterior of building. Replacing damaged ceiling tiles. Removing and replacing
carpet.Having electrician inspect the electrical system to ensure no components were
damaged.Building did not recieve any structural damage from the storm just cosmetic
POC NICK SMOTH 615-878-3307                                     

CODE APPROVED STAMPED SCOPE ATTACHED IN CITYWORKS",36.177296,-86.750539
6,Building Demolition Storm Damage,Demolition Permit - Residential,2020-11-16T00:00:00.000,8000,1812  HOLLY ST,"DEMO HOUSE COMPLETELY DUE TO STORM DAMAGE.  MHZC must review application.  not to be burned on lot.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175005,-86.737071
6,Building Commercial Rehab Storm Damage,"Commercial Amusement (In), Other",2021-02-23T00:00:00.000,75000,922B  MAIN ST,"The project is an interior build-back of the No Quarter Pinball Bar (approximately 1450 sq. ft.) that was storm damaged by the March 3, 2020 tornado. The drawings being submitted were originally reviewed / approved by Mike Plunk under permit # T2018004142. The space will be built back according to the original submittal
POC CHARLES FERGUSON 615-775-3189",36.176665,-86.755363
6,Building Demolition Storm Damage,Demolition Permit - Residential,2020-04-07T00:00:00.000,10000,2504  BRITTANY DR,"to demolish existing tornado damaged residence.  not to be burned on lot.  separate permit required for rebuild.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175626,-86.718367
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-09-23T00:00:00.000,120000,1512  HOLLY ST,"Roofing replacement, window replacement, Siding Repairs, Replace damaged walls, interior finish repairs.  remains single family residence.  MHZC must approve application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175565,-86.743017
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-05-28T00:00:00.000,30000,604  NEWHALL DR,"To repair tornado damage to structure - NO CHANGES TO EXISTING FOOTPRINT.  remains single family residence.  for every 50' site frontage, a 24  x 36  d/f sign with information in regards to metro council bill 2017-835.",36.17553,-86.723259
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-10-23T00:00:00.000,34559,1918  HOLLY ST,"Tornado destroyed the garage.  Rebuild a 14x16 slab foundation garage in the exact same location as the original.  Single garage roll up door with gabled roof.  Two Stationary windows for light.  Create a turn down slab footer for foundation.  3500 psi concrete with Fiber mix and smooth finish. Wood siding to match the house. Painted to match. 
Minor repairs on the home exterior and repair windows on the dormers around the home. Paint the entire home upon completion of the repairs.
3' minimum side setback, 3' minimum rear setback, 10' minimum rear setback with garage doors facing alley.",36.174842,-86.734985
6,Building Demolition Storm Damage,Demolition Permit - Commercial,2020-03-30T00:00:00.000,30000,118 S 11TH ST,"Work on this demolition permit must commence within thirty (30) days of issuance and be completed sixty (60) days after commencement. This permit expires 90 days after the permit is issued. Please call 811 before you dig
TO DEMO SINGLE FAMILY RES...NOTHING TO BE BURIED NOR BURNED ON LOT.
Pursuant Ordinance # 2006-1263  Metropolitan code of Laws, I (the holder on this permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of  Metropolitan Code����.NEED DEMOLITION COST...�����������..",36.176197,-86.750043
6,Building Residential New Storm Damage,Duplex,2020-08-04T00:00:00.000,280000,600  NEWHALL DR,"To construct back a zero lot line duplex unit 1415 heated/cooled square feet and 187 square feet of porches to comply with SBCCI section 403.3 and metro council bill 1984-390.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.17553,-86.723259
6,Building Demolition Storm Damage,Demolition Permit - Commercial,2020-05-12T00:00:00.000,75000,715  MAIN ST,"Demolition of 5,000 square feet of the front portion of the building. Building slab to remain. Rear portion of the facility to remain.  ** stamped plan review copy is attached and available for download / distribution to applicant for job site set**THIS APPLICATION IS A DEMOLITION ONLY.  SEPARATE PERMIT REQUIRED FOR FUTURE BUILDING IMPROVEMENTS.  UDO AND MDHA OVERLAYS.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175009,-86.759677
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-10-07T00:00:00.000,10000,1703  FATHERLAND ST,"to make storm damage repairs to existing covered porch. no change to footprint, storm damage repairs only.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.173103,-86.739421
6,Building Demolition Storm Damage,Demolition Permit - Residential,2020-04-03T00:00:00.000,8000,1919  HOLLY ST,"Estimated demo cost $8,000.00. Demo is due to tornado related damage of March 3, 2020.  not to be burned on lot.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.174845,-86.735144
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-04-29T00:00:00.000,60620,109  EVANDER ST,"No exterior changes, repairs to block foundation, garage slab, garage door, some small electrical work may be involved. Putting back what was damaged only from March 3, 2020.  remains single family residence.  no increase to building footprint.  MHZC must approve application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  under 50% expansion.",36.176114,-86.741076
6,Building Commercial Rehab Storm Damage,"Religious Institution, Worship Space",2020-09-17T00:00:00.000,118000,1601  HOLLY ST,"Reconstruct the steeple that was damaged during the tornado event on March 3, 2020 for CHURCH AT LOCKLAND SPRINGS
POC HAMILTON LUNSFORD 601-572-1764",36.175445,-86.74168
6,Building Commercial New Storm Damage,Restaurant (Fast Food),2020-12-29T00:00:00.000,48000,1017  WOODLAND ST,"Reconstruct covered patio due to tornado damage for MARGOT CAFE AND BAR no change to footprint or use
POC MICAH PADGETT 615-944-2396",36.177421,-86.750252
6,Building Commercial Rehab Storm Damage,Demolition Permit - Commercial,2020-08-05T00:00:00.000,250000,713  MAIN ST,"repair and rebuild storm damage JERRYS ARTORAMA SEE SCOPE FOR URHTER DETAIL ON APP FORM
POC MANLEY SEELE 615-708-5646",36.174884,-86.760011
6,Building Commercial Rehab Storm Damage,"Retail, Department / Retail Stores",2020-06-24T00:00:00.000,82000,705  MAIN ST,"storm damage roof repair tear off and reroof approx. 9000 sq.ft�.**EMAILED PLAN AND SCOPE OF WORK - ATTACHED TO THIS FILE - TO BE EMAILED TO APPLICANT WHEN PERMIT IS PULLED**�.
POC JEFF GARRETT 615-268-5200",36.17472,-86.760445
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-10-09T00:00:00.000,250000,1915  HOLLY ST,"Renovation of existing house from storm damage. New rear addition.  remains single family residence.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.174879,-86.735573
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-10-20T00:00:00.000,31550,1908  HOLLY ST,"MW Contractors will be re-framing a portion of the roof. Cleaning and painting the inside of the house as well as repairing the damaged areas in the back of the house. An electrical engineer and structural engineer have both inspected the property and given a report that is being used to determine the repairs from March 3, 2020 tornado.  remains single family residence.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.1749,-86.735839
6,Building Residential New Storm Damage,"Multifamily, Townhome",2020-11-19T00:00:00.000,185740,102 N 8TH ST,"to construct 1532Sf single family residence with 493Sf garage and 511SF porch. Master permit 201425008.  Not to be over any easements. Pursuant # 2006-1263  Metrocode of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.; For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.175747,-86.759068
6,Building Demolition Storm Damage,Demolition Permit - Residential,2020-04-03T00:00:00.000,8000,1901  HOLLY ST,"Estimated demo cost $8,000.00. Demo is due to tornado related damage of March 3, 2020.  not to be burned on lot.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.174963,-86.736589
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-04-09T00:00:00.000,88000,122 S 16TH ST,"to make repairs and renovations from storm damage residence.
MUST COMPLY WITH HCN2020014250
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.174889,-86.742197
6,Building Commercial Rehab Storm Damage,"Religious Institution, Auditorium",2020-10-09T00:00:00.000,312059,1021  RUSSELL ST,"to conduct interior demolition work for existing non-res tornado damaged building.  MHZC AND MDHA OVERLAYS.  for every 50' site frontage, a 24  x 36  must be placed in English and Spanish with information in regards to metro council bill 2017-835.  POC MARK NEWTON 615-335-4899.",36.175761,-86.7508
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-04-30T00:00:00.000,36000,207  PERLEN DR,"replace 6 windows on the front side of the building and 4 windows on the backside of the building.  replace the garage door. and install awning above the garage door.
remove roof shingles and reinstall the entire roof shingles.
remove and install the front entrance door.  repaint the interior walls and ceiling.  remains single family residence. subject to inspectors approval.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175518,-86.724916
6,Building Commercial Rehab Storm Damage,Restaurant (Full Service),2020-04-10T00:00:00.000,130000,8  MCFERRIN AVE,"storm damage repair to a bar ATTA BOY drywall, cabinetry, floor..**stamped printed copies available on 1st floor of MOB building - pdf version also attached to this file**
POC DAVIS MUSGRAVE 931-993-1151",36.176196,-86.755307
6,Building Residential New Storm Damage,"Accessory Structure, Garage",2020-10-01T00:00:00.000,25116,111B  LINDSLEY PARK DR,"20' wide by 26' deep detached garage with block foundation, 2x4 walls and truss roof system.  not to be used for living or commercial purposes.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.176168,-86.74331
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-07-30T00:00:00.000,29104,2434  BRITTANY DR,"Repair and upper level rear dormer damaged by the March 2nd tornado - interior repair of finish materials - no changes to the building footprint.  remains single family residence.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175746,-86.720455
6,Building Demolition Storm Damage,Demolition Permit - Residential,2020-12-31T00:00:00.000,9000,2808  PADEN DR,"to full demolish and remove debris storm damaged property.  not to be burned on lot.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.173646,-86.724976
6,Building Residential Rehab Storm Damage,Single Family Residence,2021-01-08T00:00:00.000,297038,1815  HOLLY ST,"the project includes March tornado repair and new rear dormer.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.174995,-86.736958
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-05-20T00:00:00.000,204224,1710  RUSSELL ST,"TORNADO DAMAGE/WAIVER ATTACHED***  Rehab includes roof to be repaired and replaced, including structural, full interior rehab including kitchen and 2 bathrooms, and rehab of attached garage to carport. No change to building footprint. To remain single family. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill.

Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) � 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",36.174084,-86.738581
6,Building Demolition Storm Damage,Demolition Permit - Residential,2020-06-10T00:00:00.000,7000,1808  HOLLY ST,"to demolish existing single family residence damage during tornados. not to be buried or burned on site.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.175034,-86.737404
6,Building Demolition Storm Damage,Demolition Permit - Residential,2020-04-03T00:00:00.000,2000,1813B  HOLLY ST,"Estimated demo cost included under 1813 Holly St permit. This is for the garage on the same property. Demo is due to tornado related damage of March 3, 2020.  not to be burned on lot.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175013,-86.737157
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-04-01T00:00:00.000,75000,1909  HOLLY ST,"to rehab existing tornado damaged residence from March 3, 2020.  remains single family residence.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.174895,-86.735772
6,Building Commercial Rehab Storm Damage,"Multifamily, Condominium 3&4 Unit Bldg",2020-07-10T00:00:00.000,450000,1003  RUSSELL ST,"Tornado Damage repair -For BOOM BOZZ PIZZA. Please route to John Tyler the original plans examiner for this project that was just completed last year. Rebuild and repair existing structure per the original plans and specifications.  MHZC AND MDHA OVERLAYS.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.
Sidewalks ARE required for this project because this parcel is within the USD.
You are NOT eligible to contribute to the Pedestrian Benefit Zone in-lieu of construction because the parcel is within the UZO.
POC JOHN ROOT",36.175815,-86.751392
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-12-04T00:00:00.000,20000,1103  HOLLY ST,"to conduct tornado related storm damage to existing single family residence. to include roof, windows, exterior paint. no change to footprint.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.176188,-86.749756
6,Building Commercial Rehab Storm Damage,"Retail, Department / Retail Stores",2020-07-21T00:00:00.000,85000,922  MAIN ST,"***March 3, 2020 Tornado Damage***

to conduct general repairs due to March 3, 2020 tornado damage... ...no change to existing building footprint... ...",36.176665,-86.755363
6,Building Commercial Rehab Storm Damage,"Multifamily, Apt / Twnhome > 5 Unit Bldg",2020-04-16T00:00:00.000,211505,211C S 11TH ST,"to make storm damage repairs to roofing and siding and common elements of townhome development.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***********NOTE: HARD COPY OF PLANS AT PLAN REVIEW DESK OR CITYWORKS PDF COPY********",36.174863,-86.750254
